full_id,gender,stadi1,stadi5,stadi9,stadi13,stadi17,aqf1,aqf2,aqf3,aqf4,aqf5,aqf6,aqf7,aqf8,apq26,apq28,apq35,apq40,apq40.r,emotionality,hostility,punishment
1254,Männlich,4,4,1,2,2,3,2,4,4,3,3,4,4,3,5,5,5,1,2.6,3.375,3.5
1255,Männlich,2,3,3,4,2,2,3,1,1,1,2,1,2,1,1,1,4,2,2.8,1.625,1.25
1256,Männlich,2,2,1,1,1,3,3,2,1,1,1,2,1,1,1,1,5,1,1.4,1.75,1
1257,Weiblich,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,4,2,1.6,1.375,1.25
1258,Männlich,3,2,2,2,2,3,3,4,2,2,2,2,2,1,2,2,5,1,2.2,2.5,1.5
1259,Weiblich,3,2,2,2,2,1,3,2,2,3,1,1,1,1,1,4,2,4,2.2,1.75,2.5
1260,Männlich,3,3,2,3,3,2,3,3,2,4,3,3,2,2,2,3,1,5,2.8,2.75,3
1261,Männlich,2,2,2,2,2,1,2,1,1,3,2,3,3,1,1,1,4,2,2,2,1.25
1263,Männlich,3,3,2,2,4,4,4,3,4,3,4,3,4,1,1,1,5,1,2.8,3.625,1
1264,Weiblich,3,4,3,3,2,3,3,2,1,4,4,4,2,1,1,1,5,1,3,2.875,1
1265,Männlich,3,2,3,1,2,3,3,3,2,2,3,2,2,2,4,3,5,1,2.2,2.5,2.5
1266,Weiblich,3,2,2,2,2,3,3,2,2,1,2,1,1,1,1,1,3,3,2.2,1.875,1.5
1268,Männlich,1,1,1,2,2,1,3,1,1,3,3,4,2,1,1,2,5,1,1.4,2.25,1.25
1269,Männlich,4,2,3,2,1,1,2,2,1,2,1,1,1,1,1,1,3,3,2.4,1.375,1.5
1270,Männlich,3,3,1,2,3,1,3,2,3,3,2,2,2,1,1,1,5,1,2.4,2.25,1
1271,Männlich,3,2,1,1,1,1,3,3,1,1,1,2,1,1,2,2,5,1,1.6,1.625,1.5
1272,Männlich,2,2,3,2,2,1,3,3,2,2,1,3,2,1,1,1,3,3,2.2,2.125,1.5
1273,Männlich,3,3,2,2,2,2,3,4,3,2,3,1,2,1,1,3,5,1,2.4,2.5,1.5
1274,Männlich,2,3,3,3,2,3,3,4,4,4,3,3,3,3,4,3,3,3,2.6,3.375,3.25
1275,Männlich,2,2,1,3,1,2,2,1,1,2,2,1,1,1,1,1,5,1,1.8,1.5,1
1276,Weiblich,2,2,2,3,2,2,1,1,1,2,2,2,1,2,2,3,3,3,2.2,1.5,2.5
1277,Männlich,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,4,2,2,2.125,1.5
1278,Weiblich,3,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,3,3,2.2,2.5,2.25
1279,Männlich,3,2,1,2,2,1,2,3,3,1,3,2,2,1,1,1,5,1,2,2.125,1
1280,Weiblich,2,3,2,2,2,3,3,2,3,3,2,3,3,1,1,1,5,1,2.2,2.75,1
1281,Weiblich,1,1,2,1,1,3,3,2,1,3,2,3,1,1,2,1,5,1,1.2,2.25,1.25
1282,Männlich,3,3,2,3,2,2,1,1,2,3,2,3,3,1,1,1,4,2,2.6,2.125,1.25
1283,Weiblich,2,3,2,3,3,2,3,2,2,2,3,3,2,2,3,2,3,3,2.6,2.375,2.5
1284,Männlich,2,2,2,2,2,1,3,1,1,3,1,1,1,1,1,1,5,1,2,1.5,1
1285,Männlich,2,2,1,2,2,2,3,3,2,3,3,3,2,2,1,2,3,3,1.8,2.625,2
1286,Männlich,1,1,1,2,1,2,2,2,1,2,3,3,1,1,2,2,3,3,1.2,2,2
1287,Männlich,1,3,4,4,3,3,4,3,4,3,4,4,4,1,1,5,5,1,3,3.625,2
1288,Weiblich,3,3,2,3,1,1,2,1,1,3,1,2,1,1,1,1,5,1,2.4,1.5,1
1289,Weiblich,2,1,1,2,1,3,4,2,1,3,4,3,3,1,1,1,4,2,1.4,2.875,1.25
1290,Männlich,2,2,1,1,1,1,3,2,1,4,1,3,2,1,3,1,4,2,1.4,2.125,1.75
1291,Männlich,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,5,1,1.6,1.25,1.25
1292,Männlich,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,4,2,1.2,1.625,1.25
1293,Weiblich,2,2,2,1,1,2,3,1,1,2,2,2,3,1,2,2,5,1,1.6,2,1.5
1294,Männlich,1,1,2,1,1,2,2,1,1,4,1,4,1,1,1,1,5,1,1.2,2,1
1295,Weiblich,3,2,2,2,2,3,3,3,3,2,2,2,2,2,1,4,4,2,2.2,2.5,2.25
1296,Männlich,2,2,2,1,1,1,2,2,1,1,1,4,1,4,5,5,4,2,1.6,1.625,4
1297,Männlich,3,4,2,3,3,2,4,3,1,2,3,2,3,1,2,2,5,1,3,2.5,1.5
1298,Männlich,4,4,2,2,4,4,2,3,4,3,3,4,3,1,1,2,4,2,3.2,3.25,1.5
1299,Männlich,3,3,3,2,3,2,3,2,3,4,3,3,2,1,1,2,5,1,2.8,2.75,1.25
1301,Männlich,3,2,2,2,2,2,3,3,3,2,3,3,3,1,1,1,4,2,2.2,2.75,1.25
1302,Weiblich,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,5,1,1.4,1.375,1
1303,Weiblich,3,2,1,2,2,2,2,2,4,2,3,3,3,3,2,1,5,1,2,2.625,1.75
1304,Weiblich,2,2,2,2,2,2,4,1,2,2,2,2,1,1,1,1,4,2,2,2,1.25
1305,Männlich,2,2,1,2,2,2,2,1,1,2,1,1,1,3,1,3,3,3,1.8,1.375,2.5
1306,Weiblich,3,3,2,3,2,2,3,3,2,3,3,4,1,1,1,1,5,1,2.6,2.625,1
1307,Männlich,2,3,3,3,3,2,3,3,2,3,3,3,3,3,4,5,3,3,2.8,2.75,3.75
1308,Weiblich,2,2,1,1,1,2,2,1,2,1,2,1,3,2,2,1,3,3,1.4,1.75,2
1309,Weiblich,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1.8,1.125,1
1310,Männlich,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,3,3,2,2.25,2
1311,Weiblich,2,2,2,2,3,1,3,4,3,2,3,3,2,1,3,4,3,3,2.2,2.625,2.75
1312,Weiblich,2,2,1,1,1,1,4,4,1,2,1,1,1,2,2,2,5,1,1.4,1.875,1.75
2001,Weiblich,2,2,2,2,2,2,3,1,2,1,2,2,1,1,1,2,4,2,2,1.75,1.5
2002,Männlich,2,3,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,5,2.4,1.125,2
2003,Männlich,2,1,2,1,1,2,2,1,2,3,2,2,1,2,1,3,4,2,1.4,1.875,2
2004,Männlich,3,3,3,3,3,1,3,4,1,4,2,4,2,1,1,1,1,5,3,2.625,2
2005,Weiblich,2,2,2,2,2,2,4,2,4,2,3,3,1,1,1,1,4,2,2,2.625,1.25
2006,Männlich,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,5,1,1.2,1.5,1
2007,Männlich,2,3,3,1,3,3,3,3,4,4,1,4,1,1,NA,1,5,1,2.4,2.875,1
2008,Männlich,2,2,2,1,1,1,3,3,2,4,1,4,3,1,2,2,4,2,1.6,2.625,1.75
2009,Weiblich,2,1,1,1,1,2,3,3,1,1,2,4,3,1,1,1,5,1,1.2,2.375,1
2010,Männlich,3,3,2,2,2,2,1,3,2,3,2,3,2,1,1,2,4,2,2.4,2.25,1.5
2011,Männlich,1,1,2,1,1,2,2,1,3,3,2,2,2,2,2,4,4,2,1.2,2.125,2.5
2012,Männlich,2,2,1,2,1,1,2,2,1,4,3,3,1,1,1,1,4,2,1.6,2.125,1.25
2013,Männlich,2,2,3,1,2,1,3,2,2,2,2,3,2,1,1,1,5,1,2,2.125,1
2014,Männlich,3,1,1,1,1,1,2,2,3,1,3,1,2,1,1,2,3,3,1.4,1.875,1.75
2015,Männlich,2,3,2,3,2,2,3,3,2,2,3,2,3,4,3,4,4,2,2.4,2.5,3.25
2016,,2,2,2,2,2,1,3,2,2,4,3,3,2,1,1,1,5,1,2,2.5,1
2018,Weiblich,2,2,2,3,2,1,3,3,2,3,3,3,3,1,1,3,1,5,2.2,2.625,2.5
2019,Weiblich,3,2,3,2,3,2,1,1,1,1,3,2,2,1,2,3,2,4,2.6,1.625,2.5
2020,Männlich,3,3,2,2,3,3,2,2,2,2,3,3,2,2,3,4,2,4,2.6,2.375,3.25
2021,Weiblich,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,2.8,2.5,2.75
2022,Weiblich,2,3,1,2,2,2,2,3,1,2,3,2,1,1,1,1,5,1,2,2,1
2023,Männlich,2,2,2,3,2,3,2,2,3,1,3,4,3,3,2,3,4,2,2.2,2.625,2.5
2024,Männlich,3,4,1,2,1,4,3,4,3,4,3,4,3,4,4,5,4,2,2.2,3.5,3.75
2026,Weiblich,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,5,1,1.2,1.625,1
2028,,2,2,1,3,1,2,3,2,3,2,2,2,1,2,1,3,5,1,1.8,2.125,1.75
2029,Weiblich,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,5,1,1.6,1.25,1.5
2030,Männlich,2,4,2,4,2,2,1,2,3,4,3,4,4,3,2,5,4,2,2.8,2.875,3
2031,Weiblich,2,3,2,3,2,3,2,2,1,3,2,1,1,1,1,1,5,1,2.4,1.875,1
2032,Männlich,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,4,2,1.8,1.25,1.25
2034,Weiblich,3,2,2,2,3,3,4,3,3,2,3,3,3,3,4,3,3,3,2.4,3,3.25
2035,Männlich,2,3,3,3,1,3,3,2,1,4,2,3,2,1,1,1,5,1,2.4,2.5,1
2036,Männlich,2,2,2,2,2,1,3,4,3,4,3,4,1,1,1,1,2,4,2,2.875,1.75
2038,Männlich,3,3,2,3,3,3,4,3,4,3,4,3,4,4,3,5,3,3,2.8,3.5,3.75
2039,Weiblich,2,3,1,2,2,4,1,3,3,1,2,4,2,1,2,1,1,5,2,2.5,2.25
2040,Männlich,2,2,2,1,1,1,3,1,2,3,3,3,2,2,2,2,1,5,1.6,2.25,2.75
2041,Weiblich,2,2,3,3,2,3,2,3,2,3,2,3,2,4,3,2,2,4,2.4,2.5,3.25
2042,Männlich,2,2,1,2,2,1,2,2,1,2,1,2,1,3,3,3,3,3,1.8,1.5,3
2043,Männlich,3,4,3,4,3,2,3,2,3,4,3,3,2,4,2,3,2,4,3.4,2.75,3.25
2044,Weiblich,3,2,1,1,2,2,2,2,2,2,2,2,2,3,2,3,4,2,1.8,2,2.5
2045,Weiblich,1,1,2,1,2,1,3,3,1,1,1,1,1,1,1,1,5,1,1.4,1.5,1
2046,Weiblich,2,2,2,1,2,2,4,3,1,2,1,2,1,1,1,2,4,2,1.8,2,1.5
2047,Männlich,4,2,2,2,2,4,4,4,3,3,4,3,4,5,5,5,5,1,2.4,3.625,4
2048,Männlich,3,2,2,3,2,2,3,4,4,3,4,3,3,1,1,1,4,2,2.4,3.25,1.25
2050,Männlich,1,2,1,1,1,1,4,1,1,1,1,2,1,3,2,2,3,3,1.2,1.5,2.5
2051,Weiblich,2,2,3,3,2,3,2,2,3,3,3,3,3,1,1,1,5,1,2.4,2.75,1
2053,Weiblich,2,2,1,2,3,1,3,2,1,1,3,3,1,1,1,1,5,1,2,1.875,1
2054,Weiblich,4,4,2,4,2,3,3,3,4,3,3,3,2,1,1,1,5,1,3.2,3,1
2055,Männlich,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,5,1,2,1.5,1
2056,Männlich,4,3,3,4,4,4,4,3,4,4,3,4,4,5,5,5,5,1,3.6,3.75,4
2057,Weiblich,3,4,2,3,3,4,4,4,3,4,4,4,4,1,1,1,5,1,3,3.875,1
2058,Weiblich,3,4,2,4,3,3,2,3,3,3,4,4,3,1,1,1,5,1,3.2,3.125,1
2059,Weiblich,2,2,2,2,3,1,3,3,2,3,4,3,1,1,1,1,5,1,2.2,2.5,1
2060,Weiblich,3,2,2,1,2,3,4,4,2,4,4,4,1,1,1,1,5,1,2,3.25,1
2061,Männlich,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,5,1,1.8,1.625,1
2062,Weiblich,3,2,2,2,2,1,2,3,3,3,2,2,2,1,1,1,4,2,2.2,2.25,1.25
2063,Männlich,2,2,2,3,2,3,3,2,1,3,1,1,1,1,1,1,4,2,2.2,1.875,1.25
2064,Weiblich,4,4,2,3,3,3,2,4,3,4,4,3,2,4,5,4,3,3,3.2,3.125,4
2065,Männlich,3,4,2,2,3,3,3,4,2,2,3,4,3,4,5,3,4,2,2.8,3,3.5
2066,Weiblich,3,1,1,3,1,3,2,2,3,2,2,3,2,2,2,3,3,3,1.8,2.375,2.5
2067,Weiblich,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,5,1,1.2,1.375,1.75
2068,Weiblich,2,2,2,2,1,1,2,3,1,3,2,2,2,2,2,2,4,2,1.8,2,2
2069,Männlich,2,1,2,1,1,1,1,1,1,3,1,4,1,1,2,1,4,2,1.4,1.625,1.5
2070,Weiblich,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,4,2,1.8,1.5,1.25
2071,Weiblich,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,5,1,2.6,1,1
2072,Weiblich,3,2,2,3,3,4,4,4,3,2,4,2,2,2,2,3,3,3,2.6,3.125,2.5
2073,Männlich,4,3,4,3,3,4,4,3,4,3,4,3,4,4,3,3,3,3,3.4,3.625,3.25
2074,Männlich,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,3,3,3,1.4,1.375,2
2075,Männlich,2,2,3,2,3,1,3,2,1,4,3,1,1,4,2,4,3,3,2.4,2,3.25
2076,Männlich,1,2,2,2,2,2,2,3,1,2,2,3,2,4,5,2,3,3,1.8,2.125,3.5
2078,Männlich,1,1,2,1,1,1,2,2,1,3,1,2,1,1,1,1,3,3,1.2,1.625,1.5
2079,Weiblich,3,3,2,4,3,2,2,2,1,3,3,3,3,5,1,1,5,1,3,2.375,2
2080,Weiblich,3,3,2,1,2,1,3,1,3,3,2,2,1,2,1,2,3,3,2.2,2,2
2081,Männlich,2,2,2,2,1,4,4,2,3,2,2,2,2,3,4,5,4,2,1.8,2.625,3.5
2082,Weiblich,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,1,2.2,1.125,1
2083,Männlich,3,2,2,2,1,3,4,1,3,1,3,4,1,4,3,3,1,5,2,2.5,3.75
2084,Männlich,4,3,2,3,3,2,4,4,3,3,4,4,4,1,5,5,3,3,3,3.5,3.5
2085,Weiblich,2,3,3,2,2,3,3,2,2,3,3,2,2,3,1,3,4,2,2.4,2.5,2.25
2086,Weiblich,3,3,4,2,2,2,2,2,2,3,2,3,2,1,1,1,4,2,2.8,2.25,1.25
2087,Weiblich,2,2,2,2,3,2,3,2,2,3,3,2,2,2,1,1,5,1,2.2,2.375,1.25
2088,Weiblich,3,2,2,1,2,1,3,1,1,1,2,1,1,1,1,1,5,1,2,1.375,1
2089,Männlich,3,3,2,3,3,1,2,3,3,3,3,3,3,1,3,2,3,3,2.8,2.625,2.25
2090,Männlich,3,3,3,3,4,2,4,3,3,1,4,1,3,1,1,2,2,4,3.2,2.625,2
2091,Männlich,3,3,1,1,1,1,4,3,1,3,3,3,1,1,1,1,5,1,1.8,2.375,1
2092,Männlich,3,3,2,2,4,2,2,1,1,4,1,4,1,3,3,3,3,3,2.8,2,3
2093,Männlich,4,4,3,1,2,1,3,2,4,4,3,4,1,1,1,1,2,4,2.8,2.75,1.75
2094,Männlich,2,2,3,2,2,4,1,2,3,3,2,2,3,3,4,3,3,3,2.2,2.5,3.25
2095,Männlich,2,2,2,2,2,3,3,3,4,3,3,3,3,3,2,2,4,2,2,3.125,2.25
2096,Männlich,4,4,2,4,3,4,4,3,4,4,3,4,4,5,5,4,5,1,3.4,3.75,3.75
2097,Männlich,2,2,1,2,2,2,2,3,2,3,2,3,2,2,1,2,4,2,1.8,2.375,1.75
2098,Männlich,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1
2099,Weiblich,2,2,2,1,2,1,2,1,1,3,1,1,1,2,2,2,4,2,1.8,1.375,2
2100,Weiblich,2,2,2,2,2,3,3,3,3,3,3,4,1,1,1,1,5,1,2,2.875,1
2101,Männlich,2,2,1,2,1,2,2,3,1,3,2,2,1,1,1,3,5,1,1.6,2,1.5
2102,Männlich,2,3,2,2,1,2,3,1,1,3,1,3,1,1,3,3,2,4,2,1.875,2.75
2103,Männlich,3,4,1,4,2,3,2,2,2,3,2,4,2,2,2,3,5,1,2.8,2.5,2
2104,Weiblich,2,2,2,3,4,1,1,3,2,3,4,3,3,4,4,3,1,5,2.6,2.5,4
2105,Männlich,1,3,3,2,3,2,2,3,2,3,2,3,4,3,3,4,4,2,2.4,2.625,3
2106,Weiblich,2,2,2,2,3,3,3,2,4,3,3,3,2,1,1,3,5,1,2.2,2.875,1.5
2107,Männlich,1,2,1,1,2,2,2,2,2,4,4,3,1,1,1,1,5,1,1.4,2.5,1
2108,Männlich,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1.6,1,1.25
2109,Weiblich,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,5,1,1.4,1.25,1
2110,Männlich,2,2,2,1,2,1,2,2,2,3,3,4,3,1,1,1,4,2,1.8,2.5,1.25
2111,Weiblich,2,2,2,1,2,1,4,2,1,3,1,4,1,1,1,2,5,1,1.8,2.125,1.25
2112,Männlich,1,1,1,2,1,1,3,4,1,2,3,3,2,1,1,2,4,2,1.2,2.375,1.5
2115,Männlich,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,5,1,1.8,1.375,1
2116,Männlich,2,3,2,2,3,1,3,1,3,4,1,2,1,1,1,1,1,5,2.4,2,2
2117,Männlich,2,1,3,2,2,1,2,3,2,2,3,3,1,4,4,2,4,2,2,2.125,3
2119,Männlich,2,2,1,1,1,1,3,3,1,4,1,4,1,1,1,1,4,2,1.4,2.25,1.25
2120,Männlich,1,1,2,1,3,3,2,2,3,2,2,4,3,1,2,4,3,3,1.6,2.625,2.5
2121,Männlich,4,3,3,3,3,2,3,3,2,1,2,3,2,1,1,1,5,1,3.2,2.25,1
2122,Männlich,4,1,1,1,1,2,3,1,1,1,1,1,1,1,2,5,5,1,1.6,1.375,2.25
2124,Männlich,3,3,2,3,2,2,3,2,2,2,3,3,2,3,2,3,3,3,2.6,2.375,2.75
2125,Weiblich,2,2,3,1,2,1,2,2,1,3,2,2,1,1,1,1,5,1,2,1.75,1
2126,Weiblich,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,5,1,1.4,1.375,1
2129,Männlich,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,5,1,1.2,2,1.25
2130,Weiblich,1,2,1,1,1,1,2,2,1,3,2,3,1,1,3,1,3,3,1.2,1.875,2
2131,Männlich,2,1,2,1,1,1,4,1,2,2,1,2,1,1,1,1,3,3,1.4,1.75,1.5
2132,Weiblich,4,3,1,2,2,2,4,2,4,2,3,3,2,3,3,5,1,5,2.4,2.75,4
2133,Männlich,1,2,2,1,1,2,3,2,1,1,1,2,3,4,1,3,1,5,1.4,1.875,3.25
2134,Weiblich,2,2,1,1,3,1,2,1,1,2,1,2,2,2,2,1,5,1,1.8,1.5,1.5
2135,Weiblich,3,3,3,3,4,1,2,2,3,2,3,2,1,1,1,1,5,1,3.2,2,1
2136,Weiblich,3,2,3,2,4,2,3,3,2,3,3,4,2,1,1,2,5,1,2.8,2.75,1.25
2137,Männlich,2,2,1,2,2,2,3,2,1,1,2,1,1,1,1,1,4,2,1.8,1.625,1.25
2138,Weiblich,3,4,1,4,2,2,4,4,4,4,4,4,4,1,1,1,4,2,2.8,3.75,1.25
2139,Männlich,1,4,2,2,3,4,4,4,4,4,4,3,4,4,3,5,4,2,2.4,3.875,3.5
2140,Weiblich,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,3,4,2,1.8,1.375,2
2141,Männlich,2,2,1,1,3,1,2,3,1,2,1,3,1,1,1,3,5,1,1.8,1.75,1.5
2142,Weiblich,2,2,4,4,1,4,4,4,4,4,4,4,1,1,1,1,5,1,2.6,3.625,1
2143,Weiblich,2,3,2,3,3,2,2,1,2,3,3,2,1,2,4,2,4,2,2.6,2,2.5
2144,Weiblich,2,1,2,2,1,1,3,3,1,2,1,1,1,1,1,1,4,2,1.6,1.625,1.25
2145,Männlich,3,2,1,2,2,2,3,3,2,3,2,2,2,1,2,1,4,2,2,2.375,1.5
2146,Männlich,2,2,1,2,2,2,3,2,3,3,4,3,4,2,1,3,5,1,1.8,3,1.75
2147,Weiblich,2,2,2,1,2,1,1,1,1,3,1,2,1,1,1,1,4,2,1.8,1.375,1.25
2148,Männlich,4,3,3,2,3,4,3,4,2,3,2,3,4,3,3,3,3,3,3,3.125,3
2149,Männlich,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,5,1,1.6,1.5,1.25
2150,Weiblich,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,3,2,1.5,1.5
2151,Weiblich,2,2,2,2,3,2,2,2,3,3,2,3,2,3,2,3,4,2,2.2,2.375,2.5
2152,Männlich,2,2,1,2,2,1,3,3,2,3,4,2,4,1,1,1,5,1,1.8,2.75,1
2153,Weiblich,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1.8,1,1
2154,Weiblich,3,2,2,1,1,1,2,4,1,4,1,4,1,3,3,3,3,3,1.8,2.25,3
2155,Männlich,2,1,1,1,1,1,2,1,1,3,1,3,2,1,1,1,1,5,1.2,1.75,2
2156,Männlich,2,3,3,4,2,2,1,1,1,3,2,3,1,1,3,1,4,2,2.8,1.75,1.75
2157,Männlich,2,3,3,2,2,2,3,3,3,2,3,3,3,1,3,2,4,2,2.4,2.75,2
2158,Weiblich,1,2,2,2,2,1,3,1,1,2,3,2,2,1,2,1,3,3,1.8,1.875,1.75
2159,Weiblich,2,2,2,2,2,4,4,3,3,4,3,3,2,1,1,1,5,1,2,3.25,1
2160,Männlich,2,1,2,2,1,1,1,1,1,2,1,1,1,5,1,1,3,3,1.6,1.125,2.5
2162,Männlich,1,2,1,1,1,1,1,1,1,4,2,2,2,4,1,3,5,1,1.2,1.75,2.25
2163,Weiblich,3,3,2,2,3,4,2,1,4,1,4,3,2,1,1,1,5,1,2.6,2.625,1
2164,Weiblich,2,2,2,3,3,3,1,2,3,1,1,1,1,3,5,3,3,3,2.4,1.625,3.5
2165,Männlich,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,5,1,1.6,1.25,1
2167,Weiblich,3,3,2,2,1,3,2,2,3,2,3,2,2,1,1,1,5,1,2.2,2.375,1
2169,Männlich,4,4,3,4,4,4,3,2,3,4,3,3,3,3,4,2,4,2,3.8,3.125,2.75
2171,Männlich,2,3,2,2,2,1,2,2,2,3,3,2,3,1,1,1,4,2,2.2,2.25,1.25
2172,Weiblich,3,3,3,3,3,2,2,1,2,3,3,2,2,3,3,3,4,2,3,2.125,2.75
2173,Weiblich,3,2,3,2,2,2,2,1,1,1,2,2,2,1,1,1,5,1,2.4,1.625,1
2174,Weiblich,3,2,2,2,3,1,1,1,2,3,2,2,1,1,1,2,5,1,2.4,1.625,1.25
2175,Weiblich,1,1,2,1,1,1,2,2,1,3,1,2,1,1,1,1,5,1,1.2,1.625,1
2176,Weiblich,3,2,2,2,2,4,3,3,3,4,3,3,3,2,2,5,5,1,2.2,3.25,2.5
2178,Männlich,2,2,4,3,3,2,2,3,3,2,2,2,2,2,1,5,1,5,2.8,2.25,3.25
2179,Weiblich,1,2,3,1,2,3,4,4,1,4,4,4,4,1,1,1,4,2,1.8,3.5,1.25
2180,Männlich,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,2,1.2,1.25,1.25
2181,Männlich,3,3,2,2,2,2,3,3,2,2,2,3,2,4,3,4,3,3,2.4,2.375,3.5
2182,Weiblich,1,1,1,1,4,1,3,3,1,4,4,1,1,1,1,1,5,1,1.6,2.25,1
2183,Männlich,2,2,2,2,1,1,2,3,2,2,3,4,3,3,3,5,5,1,1.8,2.5,3
2184,Männlich,1,1,2,1,2,2,2,2,1,3,1,3,3,1,1,1,4,2,1.4,2.125,1.25
2185,Männlich,1,2,2,2,1,2,1,4,2,3,2,1,1,3,3,3,4,2,1.6,2,2.75
2186,Männlich,1,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,5,1,1.4,1.375,1
2187,Männlich,2,2,1,1,1,2,2,2,1,2,2,2,1,1,3,1,5,1,1.4,1.75,1.5
2189,Weiblich,2,2,2,2,2,2,2,1,1,4,3,3,2,1,1,1,4,2,2,2.25,1.25
2190,Weiblich,2,3,2,2,2,4,3,4,3,3,3,3,3,1,2,3,5,1,2.2,3.25,1.75
2191,Weiblich,3,3,3,2,3,2,3,3,2,2,2,2,2,2,1,4,2,4,2.8,2.25,2.75
2192,Männlich,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,4,2,1.8,1,1.5
2193,Weiblich,3,2,3,1,2,3,4,4,3,2,3,4,3,3,3,2,3,3,2.2,3.25,2.75
2194,Weiblich,2,2,1,2,1,3,3,2,2,3,2,2,3,1,1,1,4,2,1.6,2.5,1.25
2195,Männlich,2,1,2,1,1,2,2,2,2,3,2,3,2,2,3,3,3,3,1.4,2.25,2.75
2197,Weiblich,4,4,2,2,3,1,2,1,2,3,3,3,3,2,1,1,5,1,3,2.25,1.25
2198,Weiblich,2,2,2,2,3,2,2,3,3,3,3,3,4,3,3,3,4,2,2.2,2.875,2.75
2199,Männlich,3,2,1,3,2,2,4,2,1,3,3,4,2,4,2,4,2,4,2.2,2.625,3.5
2200,Weiblich,2,2,2,3,2,1,2,2,2,3,1,2,1,1,1,1,4,2,2.2,1.75,1.25
2201,Weiblich,2,1,1,1,1,1,2,2,1,3,1,3,1,2,1,1,5,1,1.2,1.75,1.25
2202,Männlich,3,2,2,2,3,1,2,2,1,3,2,2,2,1,1,1,3,3,2.4,1.875,1.5
2203,Weiblich,2,3,1,3,3,1,2,2,1,2,3,3,1,1,1,1,4,2,2.4,1.875,1.25
2204,Weiblich,2,1,2,2,2,2,3,2,1,4,2,3,2,1,1,1,NA,NA,1.8,2.375,1
2205,Männlich,2,2,1,1,1,1,4,2,1,2,1,3,1,1,2,1,3,3,1.4,1.875,1.75
2206,Weiblich,3,3,3,3,3,1,4,1,2,4,1,4,1,1,1,4,5,1,3,2.25,1.75
2207,Männlich,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,4,2,1.6,1,2
2208,Männlich,2,2,2,2,1,2,3,1,2,3,2,3,3,3,1,3,5,1,1.8,2.375,2
2209,Weiblich,2,2,4,2,1,2,1,1,1,3,4,4,2,1,1,3,5,1,2.2,2.25,1.5
2210,Weiblich,3,2,3,3,2,1,2,1,2,3,2,3,1,1,1,2,5,1,2.6,1.875,1.25
2211,Weiblich,3,3,3,3,3,2,2,2,2,3,3,3,3,1,1,1,4,2,3,2.5,1.25
2212,Weiblich,2,2,2,2,1,2,2,1,2,4,1,4,1,1,1,1,5,1,1.8,2.125,1
2213,Männlich,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,4,2,1.8,1.25,1.25
2214,Männlich,4,4,4,3,4,4,1,3,4,4,4,4,4,5,5,4,5,1,3.8,3.5,3.75
2215,Weiblich,3,2,3,3,NA,3,3,2,2,3,3,3,3,NA,NA,NA,NA,NA,2.75,2.75,NA
2216,Männlich,3,2,1,1,2,2,3,2,3,2,3,2,3,3,2,4,2,4,1.8,2.5,3.25
