"";"full_id";"gender";"stadi1";"stadi2";"stadi3";"stadi4";"stadi5";"stadi6";"stadi7";"stadi8";"stadi9";"stadi10";"stadi11";"stadi12";"stadi13";"stadi14";"stadi15";"stadi16";"stadi17";"stadi18";"stadi19";"stadi20";"rse1";"rse2";"rse3";"rse4";"rse5";"rse6";"rse7";"rse8";"rse9";"rse10";"apq26";"apq28";"apq35";"apq40";"rse2.r";"rse5.r";"rse6.r";"rse8.r";"rse9.r";"stadi3.r";"stadi7.r";"stadi11.r";"stadi15.r";"stadi19.r";"apq40.r";"depression";"angst";"selbstwert";"strafen";"negative_affect";"negative_affect_z";"selbstwert_z"
"42";1042;"Männlich";2;2;2;3;2;2;4;2;2;3;3;1;3;1;3;2;3;2;3;2;3;2;3;3;5;2;1;3;4;4;2;2;3;4;4;1;4;3;2;3;1;2;2;2;2;2;2,2;2,8;2,25;4,2;-0,00861903545793394;-1,44850745805364
"43";1043;"Weiblich";2;2;3;1;1;2;3;2;2;1;3;2;2;2;3;1;1;2;3;1;3;2;4;3;2;2;4;3;2;3;1;1;1;5;4;4;4;3;4;2;2;2;2;2;1;1,7;1,7;3,6;1;3,4;-0,773564724040361;-0,170124890945877
"44";1044;"Männlich";2;2;3;1;2;3;3;3;4;3;3;1;2;2;4;1;3;3;4;1;3;2;5;5;2;2;4;4;2;4;1;1;1;4;4;4;4;2;4;2;2;2;1;1;2;1,5;2,6;4,1;1,25;4,1;-0,104237246530738;0,628864213496472
"45";1045;"Weiblich";3;4;2;3;4;4;1;3;3;3;1;3;4;4;2;2;4;4;1;2;3;4;3;2;2;4;3;3;3;3;1;1;4;2;2;4;2;3;3;3;4;4;3;4;4;3,1;3,7;2,8;2,5;6,8;2,47745445243495;-1,44850745805364
"46";1046;"Männlich";4;2;4;3;3;4;3;4;3;4;2;2;1;4;2;4;3;4;2;4;2;5;2;5;5;3;4;4;2;5;3;4;1;2;1;1;3;2;4;1;2;3;3;3;4;2,9;3,2;3,1;3;6,1;1,80812697492533;-0,969113995388227
"47";1047;"Weiblich";3;4;2;2;3;3;2;3;2;3;2;3;3;3;2;3;3;4;2;3;3;4;4;2;3;4;3;4;4;2;1;1;1;5;2;3;2;2;2;3;3;3;3;3;1;2,9;3,1;2,7;1;6;1,71250876385253;-1,60830527894211
"48";1048;"Männlich";3;2;4;2;3;2;3;2;3;2;2;2;3;2;3;1;2;2;2;2;4;1;4;5;2;2;4;2;2;4;2;1;1;3;5;4;4;4;4;1;2;3;2;3;3;2;2,4;4;1,75;4,4;0,182617386687673;0,469066392608003
"49";1049;"Weiblich";3;1;4;1;1;2;3;1;2;2;3;3;1;1;3;3;2;1;1;1;3;3;4;4;3;3;4;4;3;3;1;1;2;3;3;3;3;2;3;1;2;2;2;4;3;2;1,6;3,4;1,75;3,6;-0,582328301894754;-0,489720532722817
"50";1050;"Weiblich";3;3;3;2;2;2;3;3;1;3;3;3;2;3;3;2;2;4;3;4;3;3;4;3;2;2;3;4;4;3;3;1;3;5;3;4;4;2;2;2;2;2;2;2;1;2,4;2,5;3,3;2;4,9;0,660708442051689;-0,649518353611287
"51";1051;"Weiblich";2;2;2;1;2;2;2;2;1;2;2;2;3;2;3;2;2;2;2;2;3;3;4;3;3;3;2;3;3;2;1;1;1;5;3;3;3;3;3;3;3;3;2;3;1;2,3;2;2,9;1;4,3;0,086999175614869;-1,28870963716517
"52";1052;"Weiblich";1;1;3;1;2;1;3;2;2;1;2;1;1;1;3;1;2;1;3;1;4;1;4;3;2;1;4;2;1;4;2;1;1;5;5;4;5;4;5;2;2;3;2;2;1;1,7;1,3;4;1,25;3;-1,15603756833157;0,469066392608003
"53";1053;"Weiblich";3;2;4;1;2;1;3;1;4;2;2;1;3;1;3;1;2;2;3;1;5;1;5;5;1;1;5;1;1;5;1;1;1;5;5;5;5;5;5;1;2;3;2;2;1;1,5;2,2;4,6;1;3,7;-0,48671009082195;1,42785331793882
"54";1054;"Weiblich";2;3;4;1;2;2;4;1;2;3;4;2;2;3;3;1;2;4;4;2;4;5;4;4;2;1;4;3;1;5;1;1;1;5;1;4;5;3;5;1;1;1;2;1;1;1,3;2,5;3,9;1;3,8;-0,391091879749148;0,309268571719533
"55";1055;"Weiblich";2;3;4;2;2;1;4;2;2;2;4;2;2;2;3;2;3;3;3;2;4;3;5;5;4;4;5;5;3;4;1;3;1;4;3;2;2;1;3;1;1;1;2;2;2;1,7;2,2;3,8;1,75;3,9;-0,295473668676344;0,149470750831063
"56";1056;"Weiblich";2;3;3;2;2;1;4;2;1;2;2;1;1;2;3;2;4;3;3;2;5;5;3;3;1;3;5;4;3;4;1;1;1;5;1;5;3;2;3;2;1;3;2;2;1;1,9;2,1;3,6;1;4;-0,199855457603541;-0,170124890945877
"57";1057;"Männlich";1;2;3;1;1;1;3;1;1;2;3;1;1;2;3;1;1;2;2;1;4;4;4;4;2;2;4;3;2;4;4;4;2;4;2;4;4;3;4;2;2;2;2;3;2;1,6;1,4;3,7;3;3;-1,15603756833157;-0,0103270700574068
"58";1058;"Weiblich";3;3;3;2;3;3;2;2;1;2;2;2;2;1;2;1;2;2;2;2;3;4;4;4;2;3;4;2;2;3;3;3;3;3;2;4;3;4;4;2;3;3;3;3;3;2,3;2,2;3,3;3;4,5;0,278235597760476;-0,649518353611287
"59";1060;"Weiblich";1;3;3;1;3;3;2;3;1;2;2;2;2;3;3;2;3;4;2;1;3;2;4;4;1;2;4;4;2;3;1;1;1;3;4;5;4;2;4;2;3;3;2;3;3;2,2;2,5;3,9;1,5;4,7;0,469472019906083;0,309268571719533
"60";1061;"Weiblich";2;3;3;1;2;3;4;1;3;2;3;2;2;2;4;1;2;2;3;2;4;3;4;3;3;2;4;2;3;3;1;1;1;5;3;3;4;4;3;2;1;2;1;2;1;1,5;2,3;3,3;1;3,8;-0,391091879749148;-0,649518353611287
"61";1062;"Männlich";2;3;4;1;2;1;4;1;2;3;3;1;1;1;3;1;1;3;3;1;5;1;4;5;1;3;5;1;1;5;1;1;1;5;5;5;3;5;5;1;1;2;2;2;1;1,3;1,9;4,3;1;3,2;-0,964801146185967;0,948459855273412
"62";1063;"Männlich";2;3;4;3;2;3;4;2;3;2;2;1;2;3;3;1;2;2;3;2;4;1;4;4;2;3;4;4;1;4;2;1;2;2;5;4;3;2;5;1;1;3;2;2;4;1,8;2,4;4,1;2,25;4,2;-0,00861903545793394;0,628864213496472
"63";1064;"Weiblich";3;3;3;2;3;3;3;3;2;3;2;2;3;2;3;3;3;2;2;2;2;2;3;3;2;4;3;5;3;2;3;3;3;4;4;4;2;1;3;2;2;3;2;3;2;2,4;2,7;3,1;2,75;5,1;0,851944864197295;-0,969113995388227
"64";1065;"Männlich";4;1;4;1;3;3;4;3;1;2;3;3;4;4;3;4;3;1;3;2;4;4;5;4;5;5;3;1;3;5;3;3;5;4;2;1;1;5;3;1;1;2;2;2;2;2,1;2,6;2,9;3,25;4,7;0,469472019906083;-1,28870963716517
"65";1066;"Männlich";2;2;2;3;2;1;3;2;1;1;2;2;1;1;3;2;1;1;2;2;4;1;4;4;2;2;4;2;1;4;1;1;1;5;5;4;4;4;5;3;2;3;2;3;1;2,4;1,3;4;1;3,7;-0,48671009082195;0,469066392608003
"66";1067;"Weiblich";3;2;2;2;3;2;2;3;3;2;2;2;3;3;2;3;3;3;2;2;3;3;4;4;3;2;2;4;3;2;2;3;3;4;3;3;4;2;3;3;3;3;3;3;2;2,7;2,7;3,2;2,5;5,4;1,13879949741571;-0,809316174499757
"67";1068;"Männlich";2;3;4;1;2;1;4;2;2;2;4;1;3;2;4;1;2;2;4;1;5;1;5;5;1;1;5;1;1;5;1;1;3;5;5;5;5;5;5;1;1;1;1;1;1;1,1;2,1;4,6;1,5;3,2;-0,964801146185967;1,42785331793882
"68";1069;"Männlich";1;2;3;1;1;2;3;1;1;2;3;2;2;2;3;1;2;2;3;2;4;3;4;4;2;2;4;4;2;4;1;1;1;4;3;4;4;2;4;2;2;2;2;2;2;1,7;1,7;3,9;1,25;3,4;-0,773564724040361;0,309268571719533
"69";1070;"Männlich";2;2;4;1;2;1;4;1;3;2;3;1;2;2;4;1;1;2;3;2;5;1;4;4;1;1;5;1;1;5;1;1;1;5;5;5;5;5;5;1;1;2;1;2;1;1,3;1,9;4,4;1;3,2;-0,964801146185967;1,10825767616188
"70";1071;"Weiblich";3;3;2;2;3;3;2;3;3;3;2;2;4;4;2;1;3;3;3;2;2;4;4;4;3;3;3;5;3;2;1;1;1;3;2;3;3;1;3;3;3;3;3;2;3;2,4;3,2;3,1;1,5;5,6;1,33003591956131;-0,969113995388227
"71";1072;"Weiblich";2;2;3;1;2;1;3;1;2;1;2;1;2;1;3;2;2;2;3;2;3;2;4;3;3;2;5;2;3;4;1;1;1;5;4;3;4;4;3;2;2;3;2;2;1;1,8;1,7;3,5;1;3,5;-0,677946512967557;-0,329922711834347
"72";1073;"Männlich";1;2;4;1;1;1;4;1;1;1;4;1;1;1;2;1;1;2;4;1;5;1;4;3;1;1;5;1;1;3;1;1;1;5;5;5;5;5;5;1;1;1;3;1;1;1,2;1,2;4,1;1;2,4;-1,72974683476839;0,628864213496472
"73";1074;"Weiblich";2;2;3;1;1;2;3;1;1;2;3;1;1;1;3;1;1;2;3;1;4;2;3;3;2;1;5;2;1;4;1;1;1;5;4;4;5;4;5;2;2;2;2;2;1;1,5;1,5;3,9;1;3;-1,15603756833157;0,309268571719533
"74";1075;"Weiblich";3;4;2;2;3;3;3;2;2;3;2;2;4;3;2;1;2;3;2;2;2;4;4;3;3;3;3;5;3;2;2;1;2;5;2;3;3;1;3;3;2;3;3;3;1;2,3;3;3;1,5;5,3;1,0431812863429;-1,1289118162767
"75";1076;"Männlich";2;1;3;1;1;1;3;1;1;1;2;1;1;1;3;1;1;1;3;1;4;2;3;4;1;1;4;1;1;4;1;1;1;2;4;5;5;5;5;2;2;3;2;2;4;1,6;1,1;3,9;1,75;2,7;-1,44289220154998;0,309268571719533
"76";1077;"Männlich";2;3;4;1;2;1;4;1;2;2;3;1;2;1;4;1;2;3;4;1;5;1;5;4;1;2;5;1;1;5;1;1;1;2;5;5;4;5;5;1;1;2;1;1;4;1,1;2;4,4;1,75;3,1;-1,06041935725877;1,10825767616188
"77";1078;"Weiblich";2;3;2;2;3;2;2;3;2;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;3;5;3;4;3;3;3;4;4;4;3;3;1;2;3;3;3;2;3;2;2;2,6;2,7;2,9;3,25;5,3;1,0431812863429;-1,28870963716517
"78";1079;"Weiblich";3;3;2;2;3;3;2;2;4;4;2;3;3;3;2;3;3;4;2;2;3;3;4;4;2;3;2;3;3;3;1;2;1;3;3;4;3;3;3;3;3;3;3;3;3;2,7;3,3;3,2;1,75;6;1,71250876385253;-0,809316174499757
"79";1080;"Männlich";1;2;3;1;3;3;3;2;2;2;1;1;1;2;2;2;2;1;3;1;4;3;5;4;1;1;4;1;2;5;2;2;4;3;3;5;5;5;4;2;2;4;3;2;3;2;1,9;4;2,75;3,9;-0,295473668676344;0,469066392608003
"80";1081;"Weiblich";2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;4;3;3;2;4;3;3;3;3;1;1;3;4;2;4;2;3;3;2;3;3;3;2;2;2,3;2,1;2,9;1,75;4,4;0,182617386687673;-1,28870963716517
"81";1082;"Weiblich";2;2;3;2;2;2;3;2;2;2;3;2;2;2;3;1;2;2;4;1;4;2;4;4;2;2;4;3;1;4;1;1;1;4;4;4;4;3;5;2;2;2;2;1;2;1,7;2;4;1,25;3,7;-0,48671009082195;0,469066392608003
"82";1083;"Männlich";2;3;3;2;2;2;3;2;2;3;3;2;2;2;3;2;2;3;3;2;3;4;4;4;3;3;3;4;3;3;1;1;1;5;2;3;3;2;3;2;2;2;2;2;1;2;2,3;3,2;1;4,3;0,086999175614869;-0,809316174499757
"83";1084;"Weiblich";3;3;4;2;3;2;4;2;2;2;2;1;3;2;3;1;2;3;3;1;4;2;4;3;2;2;4;3;2;4;1;1;1;5;4;4;4;3;4;1;1;3;2;2;1;1,6;2,5;3,8;1;4,1;-0,104237246530738;0,149470750831063
"84";1085;"Männlich";2;2;2;1;2;2;3;3;4;2;1;1;3;2;3;2;1;1;3;2;4;2;3;4;2;3;4;2;2;4;1;1;1;3;4;4;3;4;4;3;2;4;2;2;3;2,2;2,1;3,6;1,5;4,3;0,0869991756148699;-0,170124890945877
"85";1086;"Weiblich";2;2;4;1;2;2;4;2;2;2;3;1;2;2;3;1;2;2;3;2;4;1;5;4;2;2;5;2;1;5;1;1;3;5;5;4;4;4;5;1;1;2;2;2;1;1,5;2;4,3;1,5;3,5;-0,677946512967557;0,948459855273412
"86";1087;"Weiblich";2;3;3;2;2;2;3;2;1;2;3;1;1;1;4;2;1;2;3;2;4;2;4;4;1;2;4;3;3;4;1;1;1;5;4;5;4;3;3;2;2;2;1;2;1;1,8;1,7;3,9;1;3,5;-0,677946512967557;0,309268571719533
"87";1088;"Weiblich";3;4;3;3;3;4;2;3;2;3;2;3;3;4;2;4;4;4;2;4;2;3;4;3;3;2;3;4;2;2;1;2;3;3;3;3;4;2;4;2;3;3;3;3;3;3,1;3,4;3,2;2,25;6,5;2,19059981921654;-0,809316174499757
"88";1089;"Weiblich";2;3;4;2;3;3;3;3;3;2;4;2;2;2;4;1;1;2;4;2;4;1;5;4;1;1;5;5;2;4;1;1;1;5;5;5;5;1;4;1;2;1;1;1;1;1,6;2,3;4,6;1;3,9;-0,295473668676344;1,42785331793882
"89";1090;"Männlich";3;3;2;2;3;2;2;2;2;3;2;2;2;3;3;1;2;3;2;2;4;3;4;4;2;3;4;4;3;4;1;1;1;5;3;4;3;2;3;3;3;3;2;3;1;2,3;2,6;3,7;1;4,9;0,660708442051689;-0,0103270700574068
"90";1091;"Weiblich";2;4;3;2;3;3;3;2;4;4;3;2;3;3;3;2;2;3;3;2;3;4;4;4;3;2;3;4;4;2;1;1;1;5;2;3;4;2;2;2;2;2;2;2;1;2;3,1;3,1;1;5,1;0,851944864197295;-0,969113995388227
"91";1092;"Weiblich";3;2;3;1;3;1;3;1;3;1;2;1;4;1;3;1;3;1;2;1;3;2;5;5;1;1;5;1;1;4;1;1;1;5;4;5;5;5;5;2;2;3;2;3;1;1,7;2,2;4,2;1;3,9;-0,295473668676344;0,788662034384943
"92";1093;"Weiblich";2;1;4;1;2;1;3;1;2;1;3;1;1;1;4;1;1;1;4;1;4;1;5;5;1;1;5;1;1;5;1;1;1;3;5;5;5;5;5;1;2;2;1;1;3;1,2;1,3;4,5;1,5;2,5;-1,63412862369559;1,26805549705035
"93";1094;"Männlich";2;1;4;1;2;1;4;1;2;1;3;1;1;1;4;1;1;1;4;1;4;1;4;4;1;1;4;1;1;4;2;1;1;4;5;5;5;5;5;1;1;2;1;1;2;1,1;1,3;4,1;1,5;2,4;-1,72974683476839;0,628864213496472
"94";1095;"Männlich";1;3;4;2;3;1;3;2;3;3;1;2;2;1;4;1;2;2;3;2;5;1;5;5;1;1;4;1;1;5;1;1;1;5;5;5;5;5;5;1;2;4;1;2;1;1,9;2,1;4,5;1;4;-0,199855457603541;1,26805549705035
"95";1096;"Weiblich";2;2;2;2;2;3;2;2;3;3;2;3;2;2;3;2;2;2;2;3;2;2;3;2;3;2;3;4;3;3;1;1;2;5;4;3;4;2;3;3;3;3;2;3;1;2,6;2,3;3,1;1,25;4,9;0,660708442051689;-0,969113995388227
"96";1097;"Männlich";1;1;4;1;2;1;4;1;2;1;3;1;2;1;4;1;1;1;3;1;5;1;5;5;1;1;5;2;1;5;1;1;1;5;5;5;5;4;5;1;1;2;1;2;1;1,2;1,3;4,7;1;2,5;-1,63412862369559;1,58765113882729
"97";1098;"Männlich";2;2;3;1;2;1;3;1;2;2;3;1;1;1;3;2;1;1;3;2;3;1;4;4;2;1;4;2;1;4;1;1;1;4;5;4;5;4;5;2;2;2;2;2;2;1,7;1,5;4;1,25;3,2;-0,964801146185967;0,469066392608003
"98";1099;"Weiblich";2;2;3;2;2;2;3;2;2;2;2;2;2;1;3;2;3;2;3;2;4;1;4;3;1;1;4;3;2;4;4;1;3;4;5;5;5;3;4;2;2;3;2;2;2;2,1;2;4,1;2,5;4,1;-0,104237246530738;0,628864213496472
"99";1100;"Männlich";2;3;3;1;1;1;3;2;2;3;2;1;1;1;3;1;1;2;3;1;5;1;4;4;1;1;5;1;1;5;3;1;3;3;5;5;5;5;5;2;2;3;2;2;3;1,7;1,7;4,4;2,5;3,4;-0,773564724040361;1,10825767616188
"100";1101;"Männlich";2;3;2;1;1;1;3;1;1;2;1;1;1;1;3;1;2;1;3;1;3;1;5;3;1;3;4;3;1;4;2;2;2;3;5;5;3;3;5;3;2;4;2;2;3;1,8;1,5;4;2,25;3,3;-0,869182935113164;0,469066392608003
"101";1102;"Männlich";2;3;3;1;2;2;3;3;2;2;3;2;2;2;3;2;2;2;3;2;4;3;4;4;2;2;4;3;1;4;1;1;1;4;3;4;4;3;5;2;2;2;2;2;2;2;2,1;3,9;1,25;4,1;-0,104237246530738;0,309268571719533
"102";1103;"Weiblich";2;1;3;1;2;1;3;2;2;1;2;1;2;1;3;1;2;1;3;1;5;1;5;5;1;1;5;1;1;5;1;1;1;4;5;5;5;5;5;2;2;3;2;2;2;1,7;1,5;4,6;1,25;3,2;-0,964801146185967;1,42785331793882
"103";1104;"Weiblich";3;4;2;3;3;3;1;3;2;2;1;3;2;3;2;4;2;2;1;4;2;4;3;2;5;5;2;5;2;2;1;1;1;5;2;1;1;1;4;3;4;4;3;4;1;3,5;2,6;2,4;1;6,1;1,80812697492533;-2,08769874160752
"104";1105;"Weiblich";3;2;3;2;2;2;3;2;3;3;3;2;2;2;2;2;2;2;3;2;4;4;4;4;3;3;4;3;3;4;1;1;1;5;2;3;3;3;3;2;2;2;3;2;1;2,1;2,3;3,4;1;4,4;0,182617386687673;-0,489720532722817
"105";1106;"Männlich";2;3;3;2;2;2;3;2;2;2;2;2;2;1;3;2;2;2;3;2;4;2;4;4;2;2;5;1;1;5;1;1;1;5;4;4;4;5;5;2;2;3;2;2;1;2,1;2;4;1;4,1;-0,104237246530738;0,469066392608003
"106";1107;"Weiblich";3;4;3;3;3;2;3;2;1;2;2;1;3;2;3;1;2;2;3;2;4;1;4;4;1;1;4;1;1;4;1;1;1;5;5;5;5;5;5;2;2;3;2;2;1;2;2,4;4,1;1;4,4;0,182617386687673;0,628864213496472
"107";1108;"Weiblich";4;2;4;1;3;1;4;1;2;1;2;1;1;1;4;1;3;1;3;2;5;2;4;4;1;1;4;4;1;4;1;1;1;5;4;5;5;2;5;1;1;3;1;2;1;1,4;1,9;4,4;1;3,3;-0,869182935113164;1,10825767616188
"108";1109;"Weiblich";2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;1;1;1;5;3;3;3;3;3;3;3;4;3;3;1;2,6;2;3;1;4,6;0,373853808833279;-1,1289118162767
"109";1111;"Weiblich";2;3;3;2;3;3;3;2;2;3;2;2;3;3;3;1;2;3;3;2;3;2;4;4;2;1;4;3;2;4;2;1;2;3;4;4;5;3;4;2;2;3;2;2;3;2;2,7;3,9;2;4,7;0,469472019906083;0,309268571719533
"110";1112;"Männlich";1;2;3;1;1;1;3;1;1;1;3;2;1;1;3;1;2;1;3;2;4;2;4;3;4;2;4;2;1;4;4;1;3;3;4;2;4;4;5;2;2;2;2;2;3;1,7;1,2;3,6;2,75;2,9;-1,25165577940438;-0,170124890945877
"111";1113;"Männlich";2;2;4;1;1;1;4;1;2;2;3;1;1;1;4;1;1;1;4;2;5;1;5;5;1;1;5;1;1;5;1;1;1;5;5;5;5;5;5;1;1;2;1;1;1;1,2;1,4;4,6;1;2,6;-1,53851041262279;1,42785331793882
"112";1114;"Weiblich";3;3;3;2;4;2;3;3;2;2;2;2;3;1;2;2;2;2;2;1;3;1;3;5;1;1;3;3;1;2;1;1;1;4;5;5;5;3;5;2;2;3;3;3;2;2,3;2,4;3,9;1,25;4,7;0,469472019906082;0,309268571719533
"113";1115;"Weiblich";2;3;3;2;2;2;3;2;1;3;2;1;2;2;4;2;2;2;3;1;5;4;5;5;2;4;4;2;2;4;1;1;2;5;2;4;2;4;4;2;2;3;1;2;1;1,8;2,1;3,7;1,25;3,9;-0,295473668676344;-0,0103270700574068
"114";1116;"Männlich";2;1;2;3;1;1;2;2;1;1;2;2;2;2;3;2;2;2;1;3;2;4;4;4;3;3;3;4;3;3;1;2;1;4;2;3;3;2;3;3;3;3;2;4;2;2,7;1,5;3,1;1,5;4,2;-0,00861903545793394;-0,969113995388227
"115";1117;"Männlich";3;2;3;2;2;3;3;2;2;3;3;2;3;3;3;2;2;3;3;1;4;2;4;4;2;1;3;3;2;4;1;1;1;3;4;4;5;3;4;2;2;2;2;2;3;1,9;2,6;3,9;1,5;4,5;0,278235597760476;0,309268571719533
"116";1118;"Weiblich";2;2;3;1;2;2;3;2;1;2;2;2;1;2;3;1;2;2;3;2;4;2;3;3;2;3;4;3;2;3;2;1;4;3;4;4;3;3;4;2;2;3;2;2;3;1,9;1,8;3,5;2,5;3,7;-0,48671009082195;-0,329922711834347
"117";1119;"Männlich";2;3;3;1;2;3;4;2;1;4;4;1;3;2;4;2;3;3;3;2;3;2;4;5;2;1;5;3;2;4;1;1;2;5;4;4;5;3;4;2;1;1;1;2;1;1,5;2,6;4,1;1,25;4,1;-0,104237246530738;0,628864213496472
"118";1120;"Weiblich";3;2;4;1;3;1;3;1;4;2;2;1;4;1;4;1;2;2;3;1;4;2;4;4;3;1;5;2;1;4;1;1;1;5;4;3;5;4;5;1;2;3;1;2;1;1,4;2,4;4;1;3,8;-0,391091879749148;0,469066392608003
"119";1121;"Männlich";2;3;4;2;2;2;3;2;3;2;2;1;2;2;3;2;1;2;3;1;3;2;4;3;1;1;5;3;2;3;3;3;3;1;4;5;5;3;4;1;2;3;2;2;5;1,8;2,1;3,9;3,5;3,9;-0,295473668676344;0,309268571719533
"120";1122;"Männlich";2;2;3;1;2;1;3;2;1;2;2;1;2;1;3;1;2;2;3;1;4;1;4;4;1;1;4;2;1;4;1;3;1;2;5;5;5;4;5;2;2;3;2;2;4;1,7;1,7;4,2;2,25;3,4;-0,773564724040361;0,788662034384943
"121";1123;"Weiblich";3;3;3;1;4;1;3;3;4;2;2;2;3;4;4;2;2;4;2;3;3;4;4;5;4;4;5;5;3;3;1;1;1;5;2;2;2;1;3;2;2;3;1;3;1;2,2;3;3,4;1;5,2;0,947563075270099;-0,489720532722817
"122";1124;"Weiblich";2;4;3;2;1;2;2;2;1;2;3;2;1;2;2;1;1;3;2;1;2;1;3;4;1;2;5;4;1;2;1;1;1;5;5;5;4;2;5;2;3;2;3;3;1;2,1;1,9;3,9;1;4;-0,199855457603541;0,309268571719533
"123";1125;"Weiblich";2;4;3;1;4;4;4;2;3;3;3;2;4;2;2;4;4;4;2;3;3;4;4;3;4;5;5;5;4;2;1;1;3;3;2;2;1;1;2;2;1;2;3;3;3;2,3;3,4;2,9;2;5,7;1,42565413063411;-1,28870963716517
"124";1126;"Männlich";3;3;4;2;2;2;4;2;1;4;2;2;1;3;3;2;2;2;3;2;4;1;4;2;1;1;4;2;1;4;1;2;1;3;5;5;5;4;5;1;1;3;2;2;3;1,9;2,3;4;1,75;4,2;-0,00861903545793479;0,469066392608003
"125";1127;"Männlich";3;3;2;3;4;4;2;3;4;2;2;3;3;2;1;3;4;2;2;3;3;2;5;4;2;2;4;3;3;3;1;1;1;5;4;4;4;3;3;3;3;3;4;3;1;3,1;3,1;3,7;1;6,2;1,90374518599813;-0,0103270700574068
"126";1128;"Weiblich";2;3;2;1;3;2;3;2;1;3;2;1;2;2;2;1;3;3;2;1;4;4;5;4;4;2;4;3;2;3;1;1;1;5;2;2;4;3;4;3;2;3;3;3;1;2;2,4;3,5;1;4,4;0,182617386687673;-0,329922711834347
"127";1129;"Männlich";2;2;3;1;1;1;4;1;1;1;4;1;1;1;3;1;1;2;3;1;4;2;4;4;2;1;4;1;1;5;1;1;4;4;4;4;5;5;5;2;1;1;2;2;2;1,3;1,3;4;2;2,6;-1,53851041262279;0,469066392608003
"128";1130;"Männlich";2;3;3;1;2;2;3;2;1;3;2;1;1;3;3;1;1;2;3;1;4;1;5;4;1;1;5;1;1;5;1;1;1;4;5;5;5;5;5;2;2;3;2;2;2;1,7;2;4,4;1,25;3,7;-0,48671009082195;1,10825767616188
"129";1131;"Weiblich";3;4;4;2;2;4;4;2;2;3;2;2;3;2;4;2;2;2;4;2;3;5;3;3;3;3;2;4;4;2;1;1;1;5;1;3;3;2;2;1;1;3;1;1;1;1,7;2,7;2,6;1;4,4;0,182617386687673;-1,76810309983058
"130";1132;"Weiblich";2;2;3;1;2;2;4;2;2;2;3;1;2;2;3;1;1;2;3;2;4;2;4;3;4;2;4;2;2;4;1;1;3;4;4;2;4;4;4;2;1;2;2;2;2;1,6;1,9;3,5;1,75;3,5;-0,677946512967557;-0,329922711834347
"131";1133;"Männlich";2;2;4;2;2;1;4;2;1;3;3;2;2;1;3;2;2;2;3;2;5;2;4;4;3;3;4;3;1;3;1;1;2;5;4;3;3;3;5;1;1;2;2;2;1;1,8;1,8;3,8;1,25;3,6;-0,582328301894754;0,149470750831063
"132";1134;"Weiblich";2;3;2;3;2;3;3;2;2;3;2;2;2;3;2;2;1;3;2;2;3;4;5;3;2;3;5;4;2;4;1;1;1;5;2;4;3;2;4;3;2;3;3;3;1;2,5;2,4;3,7;1;4,9;0,660708442051689;-0,0103270700574068
"133";1135;"Weiblich";4;3;3;2;3;2;3;2;4;3;3;2;2;3;3;2;2;3;3;2;3;3;4;4;3;3;4;4;3;4;1;1;5;4;3;3;3;2;3;2;2;2;2;2;2;2;2,9;3,5;2,25;4,9;0,660708442051689;-0,329922711834347
"134";1136;"Weiblich";3;2;4;1;2;3;4;1;2;1;3;1;2;1;4;1;1;3;4;1;5;1;5;5;1;3;5;3;1;5;1;1;1;5;5;5;3;3;5;1;1;2;1;1;1;1,1;2;4,6;1;3,1;-1,06041935725877;1,42785331793882
"135";1137;"Weiblich";3;4;4;1;2;1;4;2;1;2;2;1;1;1;3;1;2;2;4;2;3;5;4;5;2;4;5;3;2;3;1;2;2;2;1;4;2;3;4;1;1;3;2;1;4;1,5;1,9;3,4;2,25;3,4;-0,773564724040361;-0,489720532722817
"136";1138;"Männlich";2;2;3;1;2;2;3;2;2;3;1;1;2;2;3;1;1;1;2;2;4;2;4;4;1;1;4;2;1;4;1;1;3;4;4;5;5;4;5;2;2;4;2;3;2;2;1,9;4,1;1,75;3,9;-0,295473668676344;0,628864213496472
"137";1139;"Männlich";3;3;4;2;3;3;4;3;1;3;3;2;4;4;3;2;3;3;3;2;3;5;4;5;4;4;5;5;3;2;2;1;1;5;1;2;2;1;3;1;1;2;2;2;1;1,9;3;3,2;1,25;4,9;0,660708442051689;-0,809316174499757
"138";1140;"Männlich";2;3;3;1;2;2;3;1;2;2;3;1;2;2;3;1;2;2;3;1;4;1;4;3;2;1;4;3;1;4;1;1;3;4;5;4;5;3;5;2;2;2;2;2;2;1,5;2,1;4,1;1,75;3,6;-0,582328301894754;0,628864213496472
"139";1141;"Männlich";2;1;3;1;2;2;3;1;1;2;2;1;1;2;3;1;1;2;3;1;4;1;4;3;2;1;3;2;1;3;1;1;1;3;5;4;5;4;5;2;2;3;2;2;3;1,6;1,6;3,8;1,5;3,2;-0,964801146185967;0,149470750831063
"140";1142;"Weiblich";2;1;4;1;2;1;4;1;2;1;3;1;1;1;4;1;1;1;4;1;4;1;5;5;1;1;4;1;1;5;3;1;1;1;5;5;5;5;5;1;1;2;1;1;5;1,1;1,3;4,4;2,5;2,4;-1,72974683476839;1,10825767616188
