"";"full_id";"gender";"stadi1";"stadi5";"stadi9";"stadi13";"stadi17";"aqf1";"aqf2";"aqf3";"aqf4";"aqf5";"aqf6";"aqf7";"aqf8";"apq26";"apq28";"apq35";"apq40";"apq40.r";"emotionality";"hostility";"punishment";"emotionality_z";"hostility_z"
"14";1014;"Männlich";2;1;1;2;2;3;3;3;3;2;3;4;2;1;2;2;3;3;"1.6";"2.875";"2";-0,914661631468065;1,13638096605154
"15";1015;"Männlich";2;2;3;4;3;2;3;3;2;3;3;3;4;3;2;3;3;3;"2.8";"2.875";"2.75";1,11098183122199;1,13638096605154
"16";1016;"Männlich";3;3;3;1;3;3;2;2;1;2;2;2;2;2;1;4;5;1;"2.6";"2";"2";0,77337458744031;-0,24382345885081
"17";1017;"Weiblich";2;2;2;2;2;4;4;4;4;3;4;4;4;1;1;1;5;1;"2";"3.875";"1";-0,239447143904715;2,71375745165422
"18";1018;"Weiblich";3;2;3;3;3;2;4;1;3;3;3;3;2;2;3;3;4;2;"2.8";"2.625";"2.5";1,11098183122199;0,742036844650865
"19";1019;"Weiblich";2;2;3;3;2;2;2;1;2;4;3;4;2;4;3;1;4;2;"2.4";"2.5";"2.5";0,435767343658635;0,54486478395053
"20";1020;"Männlich";2;2;2;2;2;3;3;3;3;3;3;3;3;1;1;2;2;4;"2";"3";"2";-0,239447143904715;1,33355302675187
"21";1021;"Weiblich";2;2;2;2;2;1;2;1;2;3;2;1;3;1;1;1;4;2;"2";"1.875";"1.25";-0,239447143904715;-0,440995519551146
"22";1022;"Männlich";3;3;3;3;1;3;4;4;3;4;2;3;3;4;3;2;5;1;"2.6";"3.25";"2.5";0,77337458744031;1,72789714815254
"23";1023;"Männlich";3;3;3;3;4;2;3;2;3;3;3;2;3;4;4;4;4;2;"3.2";"2.625";"3.5";1,78619631878534;0,742036844650865
"24";1024;"Männlich";3;2;2;2;1;2;2;2;2;3;2;2;1;1;1;1;5;1;"2";"2";"1";-0,239447143904715;-0,24382345885081
"25";1025;"Männlich";3;3;2;2;2;3;2;2;2;2;2;2;2;3;3;3;3;3;"2.4";"2.125";"3";0,435767343658635;-0,0466513981504753
"26";1026;"Weiblich";2;3;2;2;2;1;2;2;2;2;2;2;1;1;2;1;3;3;"2.2";"1.75";"1.75";0,0981600998769604;-0,638167580251481
"27";1027;"Männlich";4;4;4;4;3;3;3;4;3;4;3;4;4;4;4;5;5;1;"3.8";"3.5";"3.5";2,79901805013036;2,12224126955321
"28";1028;"Männlich";2;2;1;1;2;2;1;1;1;2;1;1;1;1;1;1;5;1;"1.6";"1.25";"1";-0,914661631468065;-1,42685582305282
"29";1029;"Weiblich";2;2;2;2;2;2;3;2;1;2;2;2;1;5;1;1;5;1;"2";"1.875";"2";-0,239447143904715;-0,440995519551146
"30";1030;"Weiblich";4;3;3;3;2;4;4;4;4;3;2;2;2;1;1;1;5;1;"3";"3.125";"1";1,44858907500366;1,53072508745221
"31";1031;"Weiblich";2;2;1;2;2;1;4;3;2;4;4;4;1;1;1;1;5;1;"1.8";"2.875";"1";-0,57705438768639;1,13638096605154
"32";1032;"Männlich";2;1;1;3;1;1;3;1;1;2;1;1;2;2;2;2;3;3;"1.6";"1.5";"2.25";-0,914661631468065;-1,03251170165215
"33";1033;"Männlich";2;3;2;2;2;2;2;2;2;2;2;2;2;4;2;4;3;3;"2.2";"2";"3.25";0,0981600998769604;-0,24382345885081
"34";1034;"Weiblich";2;3;2;1;2;1;2;2;2;2;1;1;1;1;1;1;5;1;"2";"1.5";"1";-0,239447143904715;-1,03251170165215
"35";1035;"Weiblich";2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;5;1;"2";"1.75";"1";-0,239447143904715;-0,638167580251481
"36";1036;"Weiblich";1;2;2;2;2;3;2;3;2;3;3;2;3;1;2;2;4;2;"1.8";"2.625";"1.75";-0,57705438768639;0,742036844650865
"37";1037;"Weiblich";2;1;2;2;1;1;2;2;1;1;1;2;1;1;1;5;3;3;"1.6";"1.375";"2.5";-0,914661631468065;-1,22968376235249
"38";1038;"Weiblich";3;3;3;3;3;1;3;2;3;4;3;3;1;1;1;2;5;1;"3";"2.5";"1.25";1,44858907500366;0,54486478395053
"39";1039;"Weiblich";3;4;3;4;2;1;1;4;1;1;4;4;2;1;1;5;5;1;"3.2";"2.25";"2";1,78619631878534;0,15052066254986
"40";1040;"Weiblich";3;2;2;3;2;1;4;2;1;2;4;2;1;1;1;1;5;1;"2.4";"2.125";"1";0,435767343658635;-0,0466513981504753
"41";1041;"Männlich";2;2;2;2;2;2;3;1;2;2;3;2;1;5;4;4;5;1;"2";"2";"3.5";-0,239447143904715;-0,24382345885081
"42";1042;"Männlich";2;2;2;3;3;1;3;2;2;2;3;1;2;2;2;3;4;2;"2.4";"2";"2.25";0,435767343658635;-0,24382345885081
"43";1043;"Weiblich";2;1;2;2;1;1;2;2;1;2;3;1;1;1;1;1;5;1;"1.6";"1.625";"1";-0,914661631468065;-0,835339640951816
"44";1044;"Männlich";2;2;4;2;3;2;3;2;3;1;1;2;2;1;1;1;4;2;"2.6";"2";"1.25";0,77337458744031;-0,24382345885081
"45";1045;"Weiblich";3;4;3;4;4;3;3;3;3;3;4;3;4;1;1;4;2;4;"3.6";"3.25";"2.5";2,46141080634869;1,72789714815254
"46";1046;"Männlich";4;3;3;1;3;2;3;3;3;4;3;3;3;3;4;1;2;4;"2.8";"3";"3";1,11098183122199;1,33355302675187
"47";1047;"Weiblich";3;3;2;3;3;1;4;2;1;2;2;2;1;1;1;1;5;1;"2.8";"1.875";"1";1,11098183122199;-0,440995519551146
"48";1048;"Männlich";3;3;3;3;2;2;2;1;3;2;2;2;2;2;1;1;3;3;"2.8";"2";"1.75";1,11098183122199;-0,24382345885081
"49";1049;"Weiblich";3;1;2;1;2;2;3;2;2;2;2;2;1;1;1;2;3;3;"1.8";"2";"1.75";-0,57705438768639;-0,24382345885081
"50";1050;"Weiblich";3;2;1;2;2;2;4;3;2;1;1;1;3;3;1;3;5;1;"2";"2.125";"2";-0,239447143904715;-0,0466513981504753
"51";1051;"Weiblich";2;2;1;3;2;3;1;1;1;2;1;1;1;1;1;1;5;1;"2";"1.375";"1";-0,239447143904715;-1,22968376235249
"52";1052;"Weiblich";1;2;2;1;2;1;1;1;1;2;2;1;1;2;1;1;5;1;"1.6";"1.25";"1.25";-0,914661631468065;-1,42685582305282
"53";1053;"Weiblich";3;2;4;3;2;2;3;3;1;2;1;1;1;1;1;1;5;1;"2.8";"1.75";"1";1,11098183122199;-0,638167580251481
"54";1054;"Weiblich";2;2;2;2;2;4;4;2;1;1;3;1;1;1;1;1;5;1;"2";"2.125";"1";-0,239447143904715;-0,0466513981504753
"55";1055;"Weiblich";2;2;2;2;3;3;3;1;2;3;3;3;1;1;3;1;4;2;"2.2";"2.375";"1.75";0,0981600998769604;0,347692723250195
"56";1056;"Weiblich";2;2;1;1;4;1;1;2;1;3;3;4;1;1;1;1;5;1;"2";"2";"1";-0,239447143904715;-0,24382345885081
"57";1058;"Weiblich";3;3;1;2;2;2;3;2;2;3;2;2;1;3;3;3;3;3;"2.2";"2.125";"3";0,0981600998769604;-0,0466513981504753
"58";1060;"Weiblich";1;3;1;2;3;1;3;2;1;1;1;1;2;1;1;1;3;3;"2";"1.5";"1.5";-0,239447143904715;-1,03251170165215
"59";1061;"Weiblich";2;2;3;2;2;1;3;2;2;1;2;3;1;1;1;1;5;1;"2.2";"1.875";"1";0,0981600998769604;-0,440995519551146
"60";1062;"Männlich";2;2;2;1;1;3;2;1;1;2;2;3;1;1;1;1;5;1;"1.6";"1.875";"1";-0,914661631468065;-0,440995519551146
"61";1063;"Männlich";2;2;3;2;2;2;3;1;1;3;1;3;3;2;1;2;2;4;"2.2";"2.125";"2.25";0,0981600998769604;-0,0466513981504753
"62";1064;"Weiblich";3;3;2;3;3;4;2;3;4;4;3;4;1;3;3;3;4;2;"2.8";"3.125";"2.75";1,11098183122199;1,53072508745221
"63";1065;"Männlich";4;3;1;4;3;2;2;4;3;3;2;2;3;3;3;5;4;2;"3";"2.625";"3.25";1,44858907500366;0,742036844650865
"64";1066;"Männlich";2;2;1;1;1;2;3;2;3;3;1;4;1;1;1;1;5;1;"1.4";"2.375";"1";-1,25226887524974;0,347692723250195
"65";1067;"Weiblich";3;3;3;3;3;1;3;2;3;2;3;2;2;2;3;3;4;2;"3";"2.25";"2.5";1,44858907500366;0,15052066254986
"66";1068;"Männlich";2;2;2;3;2;1;1;1;1;4;1;2;1;1;1;3;5;1;"2.2";"1.5";"1.5";0,0981600998769604;-1,03251170165215
"67";1069;"Männlich";1;1;1;2;2;3;3;2;2;2;2;2;2;1;1;1;4;2;"1.4";"2.25";"1.25";-1,25226887524974;0,15052066254986
"68";1070;"Männlich";2;2;3;2;1;1;2;2;1;4;1;3;3;1;1;1;5;1;"2";"2.125";"1";-0,239447143904715;-0,0466513981504753
"69";1071;"Weiblich";3;3;3;4;3;1;2;3;2;3;3;3;1;1;1;1;3;3;"3.2";"2.25";"1.5";1,78619631878534;0,15052066254986
"70";1072;"Weiblich";2;2;2;2;2;1;2;1;1;3;3;2;2;1;1;1;5;1;"2";"1.875";"1";-0,239447143904715;-0,440995519551146
"71";1074;"Weiblich";2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;5;1;"1.2";"1.125";"1";-1,58987611903142;-1,62402788375316
"72";1075;"Weiblich";3;3;2;4;2;2;4;3;3;2;4;2;2;2;1;2;5;1;"2.8";"2.75";"1.5";1,11098183122199;0,9392089053512
"73";1076;"Männlich";2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;"1.2";"1";"1.75";-1,58987611903142;-1,82119994445349
"74";1077;"Männlich";2;2;2;2;2;2;3;1;1;2;3;2;1;1;1;1;2;4;"2";"1.875";"1.75";-0,239447143904715;-0,440995519551146
"75";1078;"Weiblich";2;3;2;3;3;3;3;2;3;3;3;3;2;3;4;4;4;2;"2.6";"2.75";"3.25";0,77337458744031;0,9392089053512
"76";1079;"Weiblich";3;3;4;3;3;2;3;3;1;4;3;3;3;1;2;1;3;3;"3.2";"2.75";"1.75";1,78619631878534;0,9392089053512
"77";1080;"Männlich";1;3;2;1;2;2;2;3;1;2;3;2;3;2;2;4;3;3;"1.8";"2.25";"2.75";-0,57705438768639;0,15052066254986
"78";1081;"Weiblich";2;2;2;2;2;2;3;2;2;3;3;2;2;1;1;3;4;2;"2";"2.375";"1.75";-0,239447143904715;0,347692723250195
"79";1082;"Weiblich";2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;4;2;"2";"2";"1.25";-0,239447143904715;-0,24382345885081
"80";1083;"Männlich";2;2;2;2;2;2;3;2;2;2;3;3;2;1;1;1;5;1;"2";"2.375";"1";-0,239447143904715;0,347692723250195
"81";1084;"Weiblich";3;3;2;3;2;3;1;2;1;3;2;3;1;1;1;1;5;1;"2.6";"2";"1";0,77337458744031;-0,24382345885081
"82";1085;"Männlich";2;2;4;3;1;1;2;1;1;1;2;1;1;1;1;1;3;3;"2.4";"1.25";"1.5";0,435767343658635;-1,42685582305282
"83";1086;"Weiblich";2;2;2;2;2;1;2;2;1;4;1;2;1;1;1;3;5;1;"2";"1.75";"1.5";-0,239447143904715;-0,638167580251481
"84";1087;"Weiblich";2;2;1;1;1;1;3;2;1;3;1;2;2;1;1;1;5;1;"1.4";"1.875";"1";-1,25226887524974;-0,440995519551146
"85";1088;"Weiblich";3;3;2;3;4;3;3;4;3;3;4;3;3;1;2;3;3;3;"3";"3.25";"2.25";1,44858907500366;1,72789714815254
"86";1089;"Weiblich";2;3;3;2;1;4;2;1;1;3;2;4;1;1;1;1;5;1;"2.2";"2.25";"1";0,0981600998769604;0,15052066254986
"87";1090;"Männlich";3;3;2;2;2;3;3;2;1;3;3;2;1;1;1;1;5;1;"2.4";"2.25";"1";0,435767343658635;0,15052066254986
"88";1091;"Weiblich";2;3;4;3;2;1;4;1;1;2;3;3;2;1;1;1;5;1;"2.8";"2.125";"1";1,11098183122199;-0,0466513981504753
"89";1092;"Weiblich";3;3;3;4;3;1;3;1;1;3;1;3;1;1;1;1;5;1;"3.2";"1.75";"1";1,78619631878534;-0,638167580251481
"90";1093;"Weiblich";2;2;2;1;1;1;2;1;1;2;1;4;1;1;1;1;3;3;"1.6";"1.625";"1.5";-0,914661631468065;-0,835339640951816
"91";1094;"Männlich";2;2;2;1;1;1;1;1;1;2;1;2;1;2;1;1;4;2;"1.6";"1.25";"1.5";-0,914661631468065;-1,42685582305282
"92";1095;"Männlich";1;3;3;2;2;2;1;1;1;3;3;3;2;1;1;1;5;1;"2.2";"2";"1";0,0981600998769604;-0,24382345885081
"93";1096;"Weiblich";2;2;3;2;2;2;3;2;2;4;4;2;2;1;1;2;5;1;"2.2";"2.625";"1.25";0,0981600998769604;0,742036844650865
"94";1097;"Männlich";1;2;2;2;1;1;1;1;1;2;2;2;3;1;1;1;5;1;"1.6";"1.625";"1";-0,914661631468065;-0,835339640951816
"95";1098;"Männlich";2;2;2;1;1;1;2;2;2;2;1;2;1;1;1;1;4;2;"1.6";"1.625";"1.25";-0,914661631468065;-0,835339640951816
"96";1099;"Weiblich";2;2;2;2;3;3;3;3;2;2;2;2;3;4;1;3;4;2;"2.2";"2.5";"2.5";0,0981600998769604;0,54486478395053
"97";1100;"Männlich";2;1;2;1;1;2;3;1;1;3;1;2;1;3;1;3;3;3;"1.4";"1.75";"2.5";-1,25226887524974;-0,638167580251481
"98";1101;"Männlich";2;1;1;1;2;1;2;2;1;4;2;3;1;2;2;2;3;3;"1.4";"2";"2.25";-1,25226887524974;-0,24382345885081
"99";1102;"Männlich";2;2;2;2;2;2;2;3;2;3;2;3;1;1;1;1;4;2;"2";"2.25";"1.25";-0,239447143904715;0,15052066254986
"100";1103;"Weiblich";2;2;2;2;2;1;1;1;2;3;1;2;1;1;1;1;4;2;"2";"1.5";"1.25";-0,239447143904715;-1,03251170165215
"101";1104;"Weiblich";3;3;2;2;2;2;3;4;3;1;3;3;1;1;1;1;5;1;"2.4";"2.5";"1";0,435767343658635;0,54486478395053
"102";1105;"Weiblich";3;2;3;2;2;1;4;2;2;2;3;2;3;1;1;1;5;1;"2.4";"2.375";"1";0,435767343658635;0,347692723250195
"103";1106;"Männlich";2;2;2;2;2;1;1;1;2;3;2;1;1;1;1;1;5;1;"2";"1.5";"1";-0,239447143904715;-1,03251170165215
"104";1107;"Weiblich";3;3;1;3;2;2;1;1;1;1;1;1;1;1;1;1;5;1;"2.4";"1.125";"1";0,435767343658635;-1,62402788375316
"105";1108;"Weiblich";4;3;2;1;3;1;2;2;1;2;1;2;1;1;1;1;5;1;"2.6";"1.5";"1";0,77337458744031;-1,03251170165215
"106";1109;"Weiblich";2;2;2;2;2;1;3;2;1;4;3;3;3;1;1;1;5;1;"2";"2.5";"1";-0,239447143904715;0,54486478395053
"107";1110;"Männlich";3;4;3;2;4;2;4;4;4;2;4;2;2;2;3;3;3;3;"3.2";"3";"2.75";1,78619631878534;1,33355302675187
"108";1111;"Weiblich";2;3;2;3;2;2;3;2;2;3;2;2;2;2;1;2;3;3;"2.4";"2.25";"2";0,435767343658635;0,15052066254986
"109";1112;"Männlich";1;1;1;1;2;1;1;1;1;2;2;2;1;4;1;3;3;3;"1.2";"1.375";"2.75";-1,58987611903142;-1,22968376235249
"110";1113;"Männlich";2;1;2;1;1;1;2;1;1;3;1;2;1;1;1;1;5;1;"1.4";"1.5";"1";-1,25226887524974;-1,03251170165215
"111";1114;"Weiblich";3;4;2;3;2;1;2;2;3;3;1;3;1;1;1;1;4;2;"2.8";"2";"1.25";1,11098183122199;-0,24382345885081
"112";1115;"Weiblich";2;2;1;2;2;1;2;3;1;2;3;3;2;1;1;2;5;1;"1.8";"2.125";"1.25";-0,57705438768639;-0,0466513981504753
"113";1116;"Männlich";2;1;1;2;2;3;2;2;3;2;3;3;1;1;2;1;4;2;"1.6";"2.375";"1.5";-0,914661631468065;0,347692723250195
"114";1117;"Männlich";3;2;2;3;2;1;2;1;2;2;2;2;2;1;1;1;3;3;"2.4";"1.75";"1.5";0,435767343658635;-0,638167580251481
"115";1118;"Weiblich";2;2;1;1;2;3;2;2;2;1;2;1;1;2;1;4;3;3;"1.6";"1.75";"2.5";-0,914661631468065;-0,638167580251481
"116";1119;"Männlich";2;2;1;3;3;1;2;1;1;2;2;2;1;1;1;2;5;1;"2.2";"1.5";"1.25";0,0981600998769604;-1,03251170165215
"117";1120;"Weiblich";3;3;4;4;2;1;1;1;1;3;1;1;2;1;1;1;5;1;"3.2";"1.375";"1";1,78619631878534;-1,22968376235249
"118";1121;"Männlich";2;2;3;2;1;1;2;2;1;2;2;2;1;3;3;3;1;5;"2";"1.625";"3.5";-0,239447143904715;-0,835339640951816
"119";1122;"Männlich";2;2;1;2;2;1;2;2;1;3;2;3;1;1;3;1;2;4;"1.8";"1.875";"2.25";-0,57705438768639;-0,440995519551146
"120";1123;"Weiblich";3;4;4;3;2;1;1;2;3;1;2;2;1;1;1;1;5;1;"3.2";"1.625";"1";1,78619631878534;-0,835339640951816
"121";1124;"Weiblich";2;1;1;1;1;3;4;2;1;3;3;3;2;1;1;1;5;1;"1.2";"2.625";"1";-1,58987611903142;0,742036844650865
"122";1125;"Weiblich";2;4;3;4;4;3;3;2;2;1;4;4;4;1;1;3;3;3;"3.4";"2.875";"2";2,12380356256701;1,13638096605154
"123";1126;"Männlich";3;2;1;1;2;4;4;2;1;4;2;4;2;1;2;1;3;3;"1.8";"2.875";"1.75";-0,57705438768639;1,13638096605154
"124";1127;"Männlich";3;4;4;3;4;3;4;4;2;3;1;2;3;1;1;1;5;1;"3.6";"2.75";"1";2,46141080634869;0,9392089053512
"125";1128;"Weiblich";2;3;1;2;3;1;2;1;1;2;1;1;1;1;1;1;5;1;"2.2";"1.25";"1";0,0981600998769604;-1,42685582305282
"126";1129;"Männlich";2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;4;4;2;"1.2";"1.25";"2";-1,58987611903142;-1,42685582305282
"127";1130;"Männlich";2;2;1;1;1;2;2;1;1;4;1;2;1;1;1;1;4;2;"1.4";"1.75";"1.25";-1,25226887524974;-0,638167580251481
"128";1131;"Weiblich";3;2;2;3;2;2;2;2;2;2;3;3;1;1;1;1;5;1;"2.4";"2.125";"1";0,435767343658635;-0,0466513981504753
"129";1132;"Weiblich";2;2;2;2;1;3;2;2;2;2;2;2;2;1;1;3;4;2;"1.8";"2.125";"1.75";-0,57705438768639;-0,0466513981504753
"130";1133;"Männlich";2;2;1;2;2;1;2;1;2;2;4;2;4;1;1;2;5;1;"1.8";"2.25";"1.25";-0,57705438768639;0,15052066254986
"131";1134;"Weiblich";2;2;2;2;1;1;4;2;1;3;3;2;1;1;1;1;5;1;"1.8";"2.125";"1";-0,57705438768639;-0,0466513981504753
"132";1135;"Weiblich";4;3;4;2;2;4;2;3;2;3;1;3;1;1;1;5;4;2;"3";"2.375";"2.25";1,44858907500366;0,347692723250195
"133";1136;"Weiblich";3;2;2;2;1;2;1;1;1;1;2;1;1;1;1;1;5;1;"2";"1.25";"1";-0,239447143904715;-1,42685582305282
"134";1137;"Weiblich";3;2;1;1;2;1;4;3;1;4;4;4;3;1;2;2;2;4;"1.8";"3";"2.25";-0,57705438768639;1,33355302675187
"135";1138;"Männlich";2;2;2;2;1;3;2;1;1;2;2;2;1;1;1;3;4;2;"1.8";"1.75";"1.75";-0,57705438768639;-0,638167580251481
"136";1139;"Männlich";3;3;1;4;3;4;4;1;4;3;2;2;2;2;1;1;5;1;"2.8";"2.75";"1.25";1,11098183122199;0,9392089053512
"137";1140;"Männlich";2;2;2;2;2;3;2;1;2;3;2;2;1;1;1;3;4;2;"2";"2";"1.75";-0,239447143904715;-0,24382345885081
"138";1141;"Männlich";2;2;1;1;1;1;2;3;1;2;2;1;1;1;1;1;3;3;"1.4";"1.625";"1.5";-1,25226887524974;-0,835339640951816
"139";1142;"Weiblich";2;2;2;1;1;2;1;1;1;1;1;1;1;3;1;1;1;5;"1.6";"1.125";"2.5";-0,914661631468065;-1,62402788375316
"140";1143;"Männlich";2;2;1;2;1;1;1;1;2;4;3;1;4;1;1;1;5;1;"1.6";"2.125";"1";-0,914661631468065;-0,0466513981504753
"141";1144;"Männlich";2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;1;4;2;"1.8";"1.25";"1.25";-0,57705438768639;-1,42685582305282
"142";1145;"Weiblich";3;3;2;3;3;2;4;2;4;3;3;2;2;1;1;1;5;1;"2.8";"2.75";"1";1,11098183122199;0,9392089053512
"143";1146;"Weiblich";2;2;3;2;2;2;3;2;2;2;1;2;2;1;1;1;4;2;"2.2";"2";"1.25";0,0981600998769604;-0,24382345885081
"144";1147;"Weiblich";4;3;2;2;3;3;4;3;4;3;3;4;2;1;1;1;5;1;"2.8";"3.25";"1";1,11098183122199;1,72789714815254
"145";1148;"Männlich";2;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;4;2;"1.4";"1.25";"1.25";-1,25226887524974;-1,42685582305282
"146";1149;"Männlich";2;2;1;2;2;2;2;1;1;2;3;3;1;1;1;1;5;1;"1.8";"1.875";"1";-0,57705438768639;-0,440995519551146
"147";1150;"Männlich";1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;"1.2";"1";"1";-1,58987611903142;-1,82119994445349
"148";1151;"Männlich";2;2;1;2;1;1;2;1;1;3;1;3;1;2;1;2;3;3;"1.6";"1.625";"2";-0,914661631468065;-0,835339640951816
"149";1152;"Weiblich";2;2;3;1;2;1;2;1;1;1;1;1;1;1;2;2;5;1;"2";"1.125";"1.5";-0,239447143904715;-1,62402788375316
"150";1153;"Männlich";2;2;1;1;1;2;1;2;NA;3;3;2;1;1;1;2;4;2;"1.4";"2";"1.5";-1,25226887524974;-0,24382345885081
"151";1154;"Weiblich";1;1;1;2;2;2;2;3;1;2;3;3;2;1;1;1;5;1;"1.4";"2.25";"1";-1,25226887524974;0,15052066254986
"152";1155;"Weiblich";4;4;2;3;4;3;4;4;3;2;4;3;4;1;2;2;4;2;"3.4";"3.375";"1.75";2,12380356256701;1,92506920885288
"153";1156;"Weiblich";3;2;2;2;2;1;2;3;1;3;1;3;3;1;1;2;4;2;"2.2";"2.125";"1.5";0,0981600998769604;-0,0466513981504753
"154";1157;"Weiblich";2;2;3;1;1;1;3;1;3;1;1;1;1;1;1;1;5;1;"1.8";"1.5";"1";-0,57705438768639;-1,03251170165215
"155";1158;"Weiblich";3;3;2;2;2;4;3;2;2;1;3;1;2;2;1;3;1;5;"2.4";"2.25";"2.75";0,435767343658635;0,15052066254986
"156";1159;"Männlich";1;1;2;1;2;1;1;1;1;1;2;2;1;2;1;2;3;3;"1.4";"1.25";"2";-1,25226887524974;-1,42685582305282
"157";1161;"Weiblich";2;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;5;1;"1.8";"1.125";"1";-0,57705438768639;-1,62402788375316
"158";1162;"Weiblich";3;4;2;4;2;1;1;1;1;4;3;4;1;1;1;1;5;1;"3";"2";"1";1,44858907500366;-0,24382345885081
"159";1163;"Weiblich";1;2;1;2;1;1;2;2;2;3;3;3;2;1;2;1;3;3;"1.4";"2.25";"1.75";-1,25226887524974;0,15052066254986
"160";1164;"Weiblich";3;3;2;1;3;2;2;2;1;1;2;4;2;1;1;1;5;1;"2.4";"2";"1";0,435767343658635;-0,24382345885081
"161";1165;"Männlich";2;2;1;1;1;2;2;1;1;3;2;4;2;1;2;2;3;3;"1.4";"2.125";"2";-1,25226887524974;-0,0466513981504753
"162";1166;"Weiblich";1;1;2;2;1;1;1;1;1;1;2;1;1;1;1;1;3;3;"1.4";"1.125";"1.5";-1,25226887524974;-1,62402788375316
"163";1167;"Männlich";2;2;1;2;1;2;2;1;1;2;2;2;1;1;1;2;5;1;"1.6";"1.625";"1.25";-0,914661631468065;-0,835339640951816
"164";1168;"Weiblich";2;2;2;2;3;2;2;3;2;2;2;2;2;1;1;1;4;2;"2.2";"2.125";"1.25";0,0981600998769604;-0,0466513981504753
"165";1169;"Weiblich";2;2;2;2;1;2;2;1;2;1;2;2;1;1;1;3;3;3;"1.8";"1.625";"2";-0,57705438768639;-0,835339640951816
"166";1170;"Weiblich";1;2;2;1;2;1;2;1;1;2;1;1;1;1;2;1;5;1;"1.6";"1.25";"1.25";-0,914661631468065;-1,42685582305282
"167";1171;"Männlich";2;1;2;2;2;2;1;1;1;1;2;1;1;1;1;1;5;1;"1.8";"1.25";"1";-0,57705438768639;-1,42685582305282
"168";1172;"Männlich";3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;2;"2.4";"2.125";"2";0,435767343658635;-0,0466513981504753
"169";1174;"Weiblich";2;2;1;3;2;1;1;1;1;1;1;2;1;1;2;2;3;3;"2";"1.125";"2";-0,239447143904715;-1,62402788375316
"170";1175;"Männlich";2;1;2;2;2;2;2;2;1;1;1;1;2;4;4;4;4;2;"1.8";"1.5";"3.5";-0,57705438768639;-1,03251170165215
"171";1176;"Weiblich";3;2;3;2;2;1;1;1;1;2;2;2;1;1;1;1;5;1;"2.4";"1.375";"1";0,435767343658635;-1,22968376235249
"172";1177;"Weiblich";1;1;1;1;2;1;2;2;1;3;1;2;1;1;1;1;1;5;"1.2";"1.625";"2";-1,58987611903142;-0,835339640951816
"173";1178;"Männlich";4;3;3;3;3;3;3;3;4;3;3;3;3;1;1;1;5;1;"3.2";"3.125";"1";1,78619631878534;1,53072508745221
"174";1179;"Männlich";2;2;2;2;2;1;2;1;1;1;3;3;2;1;1;1;4;2;"2";"1.75";"1.25";-0,239447143904715;-0,638167580251481
"175";1180;"Männlich";2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;"2";"2";"3";-0,239447143904715;-0,24382345885081
"176";1181;"Weiblich";4;4;4;3;4;2;3;2;3;3;3;3;3;1;1;2;3;3;"3.8";"2.75";"1.75";2,79901805013036;0,9392089053512
"177";1182;"Weiblich";3;2;2;2;3;1;1;3;1;1;1;1;1;2;1;1;5;1;"2.4";"1.25";"1.25";0,435767343658635;-1,42685582305282
"178";1183;"Weiblich";1;1;1;2;1;2;3;1;1;3;2;2;2;1;1;1;4;2;"1.2";"2";"1.25";-1,58987611903142;-0,24382345885081
"179";1184;"Weiblich";3;3;3;2;3;2;3;3;4;2;2;2;2;3;2;2;4;2;"2.8";"2.5";"2.25";1,11098183122199;0,54486478395053
"180";1185;"Männlich";2;2;1;2;2;1;2;2;1;2;2;2;1;1;1;1;5;1;"1.8";"1.625";"1";-0,57705438768639;-0,835339640951816
"181";1186;"Männlich";2;2;1;3;1;1;3;2;1;2;2;3;2;2;1;2;3;3;"1.8";"2";"2";-0,57705438768639;-0,24382345885081
"182";1187;"Männlich";2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;4;4;2;"2";"1.625";"2";-0,239447143904715;-0,835339640951816
"183";1188;"Männlich";1;1;2;1;1;1;2;1;1;3;1;3;1;1;1;2;4;2;"1.2";"1.625";"1.5";-1,58987611903142;-0,835339640951816
"184";1189;"Männlich";3;3;2;2;4;1;2;1;2;1;1;1;2;1;1;1;5;1;"2.8";"1.375";"1";1,11098183122199;-1,22968376235249
"185";1190;"Weiblich";3;2;1;2;2;1;4;3;1;4;4;3;2;1;1;1;5;1;"2";"2.75";"1";-0,239447143904715;0,9392089053512
"186";1191;"Weiblich";4;4;2;3;4;2;2;2;4;3;3;3;1;1;1;1;5;1;"3.4";"2.5";"1";2,12380356256701;0,54486478395053
"187";1192;"Weiblich";2;2;2;2;3;2;2;3;4;3;4;3;1;1;1;1;3;3;"2.2";"2.75";"1.5";0,0981600998769604;0,9392089053512
